over,score,batsmen,bowler,comment,score_converted
15.5,1, Ashutosh Sharma,Akash Madhwal ,"Yorker ball, pitching outside leg stump, Ashutosh Sharma offers no shot, 1 wide(s) gets added to the extras",
15.4,6, Ashutosh Sharma,Akash Madhwal ,"THIS TIME, HE UNLEASHES HIS INNER ABD!  full length ball, pitching outside leg stump, Ashutosh Sharma pulls off a stunning reverse scoop, sending the ball sailing fine over the deep third man for a spectacular six. A daring and skilful shot that wows the crowd and adds a thrilling twist to the innings! NO SPECTATOR IS SAFE TONIGHT AS THE MAN'S GOT SHOTS EVERYWHERE!",
15.4,7, Ashutosh Sharma,Akash Madhwal ,"MAIDEN IPL ! 6TH NO.8 OR LOWER BATTER TO SCORE A FIFTY! full length ball, pitching outside leg stump, knowing mid-off was up, Ashutosh Sharma anticipates Madhwal's delivery. He backs away, gets under a full ball, and powerfully thumps it over long-off for a majestic six. Perfect execution and awareness, sending the ball sailing! 150 UP FOR PBKS!  ",
15.3,0, Ashutosh Sharma,Akash Madhwal ,"Full length ball, pitching on leg stump, Ashutosh Sharma plays a defensive forward push, no run",
15.2,1, Harpreet Brar,Akash Madhwal ,"Full length ball, pitching wide outside off stump, Harpreet Brar uncomfortably plays the scoop, 1 leg bye(s) gets added to the extras",
15.2,1, Harpreet Brar,Akash Madhwal ,"Full length ball, pitching wide outside off stump, Harpreet Brar slices over point, 1 wide(s) gets added to the extras",
15.1,0, Harpreet Brar,Akash Madhwal ,"Full length ball, pitching wide outside off stump, Harpreet Brar steps down and plays an aggressive lofted cover drive and is beaten",
15.1,1, Harpreet Brar,Akash Madhwal ,"Full length ball, pitching wide outside off stump, Harpreet Brar slices over point, 1 wide(s) gets added to the extras",
14.6,0, Ashutosh Sharma,Gerald Coetzee ,"Good length ball, pitching wide outside off stump, Ashutosh Sharma cuts it late and is beaten",
14.5,4, Ashutosh Sharma,Gerald Coetzee ,"BAD BALL PUNISHED!  full toss ball, outside leg stump, Ashutosh Sharma lets the ball come in close and deftly helps it along its way, guiding it finely past deep fine leg for four runs.",
14.4,1, Harpreet Brar,Gerald Coetzee ,"Short length ball, pitching outside leg stump, Harpreet Brar uncomfortably plays an aggressive pull shot on the back foot for a single",
14.3,0, Harpreet Brar,Gerald Coetzee ,"Short length ball, pitching on leg stump, Harpreet Brar uncomfortably plays an aggressive pull shot on the back foot, no run. A straightforward chance loops off the bat's splice straight back to the bowler, who, despite bending low, fails to hold on to what should have been a simple catch.",
14.2,4, Harpreet Brar,Gerald Coetzee ,"BACK-TO-BACK ! full length ball, pitching outside off stump, standing his ground, Brar drives hard but gets a thick outside edge. The ball flies unpredictably between the keeper and deep third man, racing away for a streaky boundary.",
14.1,4, Harpreet Brar,Gerald Coetzee ,"BRAR JOINS THE BRAWL!  full length ball, pitching outside off stump, on the front foot, Brar executes a perfect lofted drive between mid-off and extra cover for a stylish boundary. Despite a flying effort from the fielder at extra cover, the ball eludes his grasp and races to the rope.",
13.6,0, Ashutosh Sharma,Romario Shepherd ,"Full length ball, pitching on off stump, Ashutosh Sharma plays an aggressive cover drive on the front foot, straight to the fielder",
13.5,1, Harpreet Brar,Romario Shepherd ,"Good length ball, pitching outside off stump, Harpreet Brar uncomfortably plays a slog shot, 1 leg bye(s) gets added to the extras",
13.4,0, Harpreet Brar,Romario Shepherd ,"Good length ball, pitching outside off stump, Harpreet Brar plays a defensive shot on back foot, no run",
13.3,1, Ashutosh Sharma,Romario Shepherd ,"Full toss ball, on leg stump, Ashutosh Sharma plays an aggressive on drive on the front foot for a single",
13.2,0, Ashutosh Sharma,Romario Shepherd ,"Full length ball, pitching on leg stump, Ashutosh Sharma plays an aggressive off drive on the front foot, straight to the fielder",
13.1,6, Ashutosh Sharma,Romario Shepherd ,"DEMOLISHES A SLOWER ONE  ! short of good length ball, pitching outside off stump, spotting the 116.1 kmph slower ball early, Ashutosh absolutely clobbers it with a ferocious pull, sending it sailing 69 meters deep over deep square leg for a towering maximum. The crowd goes wild as the ball disappears into the stands!",
12.6,1, Ashutosh Sharma,Jasprit Bumrah ,"Good length ball, pitching outside off stump, Ashutosh Sharma plays a defensive back foot push for a single",
12.5,6, Ashutosh Sharma,Jasprit Bumrah ,"IT'S ILLEGAL TO PLAY THIS GOOD  ! yorker ball, pitching on leg stump, expecting a yorker and getting just that, Ashutosh Sharma brilliantly slog sweeps it over backward square leg for a sensational six. Precision and power combined in one spectacular shot!",
12.5,1, Ashutosh Sharma,Jasprit Bumrah ,"Good length ball, pitching outside off stump, Ashutosh Sharma glides it, No-Ball",
12.4,0, Ashutosh Sharma,Jasprit Bumrah ,"Full length ball, pitching on off stump, Ashutosh Sharma drives it straight aggressively using the front foot, straight to the fielder",
12.3,1, Harpreet Brar,Jasprit Bumrah ,"Yorker ball, pitching on off stump, Harpreet Brar plays a defensive forward push for a single",
12.2,0, Harpreet Brar,Jasprit Bumrah ,"Short length ball, pitching outside off stump, Harpreet Brar offers no shot",
12.1,W, Shashank Singh,Jasprit Bumrah ,"BEST BOWLER IN THE WORLD FOR A REASON  good length ball, pitching outside off stump, Shashank Singh attempt at a lofted shot ends up as a simple chip straight into the air, as he is deceived by a clever slower. Tilak, coming in from midwicket, makes no mistake with the easy catch. A vital wicket falls, turning the tide of the match!  WICKET Shashank Singh c Tilak Varma b Jasprit Bumrah (Punjab Kings 111 Runs for 7 wickets)",
11.6,1, Shashank Singh,Hardik Pandya ,"Full length ball, pitching outside off stump, Shashank Singh uncomfortably plays an aggressive cover drive on the front foot for a single",
11.5,1, Ashutosh Sharma,Hardik Pandya ,"Good length ball, pitching outside leg stump, Ashutosh Sharma uncomfortably plays a sweep shot for a single",
11.4,6, Ashutosh Sharma,Hardik Pandya ,"SKY WOULD BE PROUD OF THAT! good length ball, pitching on leg stump, Ashutosh Sharma bends deep and unleashes another spectacular helicopter pull, just like the previous over. This time he whips it over short fine leg, clearing the ropes with ease for another thrilling six! Ashutosh is turning this game into his personal highlight reel!",
11.3,1, Shashank Singh,Hardik Pandya ,"Short of good length ball, pitching outside off stump, Shashank Singh steps down and plays an aggressive on drive for a single",
11.2,1, Ashutosh Sharma,Hardik Pandya ,"Good length ball, pitching outside off stump, Ashutosh Sharma plays a defensive forward push for a single",
11.1,1, Shashank Singh,Hardik Pandya ,"Full length ball, pitching on off stump, Shashank Singh drives it straight aggressively using the front foot for a single",
10.6,0, Ashutosh Sharma,Romario Shepherd ,"Short length ball, pitching outside off stump, Ashutosh Sharma plays an upper cut and is beaten",
10.5,6, Ashutosh Sharma,Romario Shepherd ,"  UP IN STYLE! short of good length ball, pitching outside off stump, Ashutosh Sharma pulls off a stunning helicopter shot, sending the ball soaring just over deep square leg for a thrilling six.",
10.4,0, Ashutosh Sharma,Romario Shepherd ,"Good length ball, pitching outside off stump, Ashutosh Sharma plays an aggressive cover drive on the front foot, straight to the fielder",
10.3,2, Ashutosh Sharma,Romario Shepherd ,"Full length ball, pitching outside off stump, Ashutosh Sharma plays a defensive forward push for 2 runs",
10.2,4, Ashutosh Sharma,Romario Shepherd ,"CUTS LOOSE ! short of good length ball, pitching outside off stump, Ashutosh Sharma slashes a hard cut right past point for a boundary. Despite the sweeper cover's dash to the left, the ball is just too fast and reaches the rope untouched. Electrifying batting from Ashutosh as he keeps the runs flowing!",
10.1,1, Shashank Singh,Romario Shepherd ,"Short of good length ball, pitching outside off stump, Shashank Singh plays an aggressive pull shot on the back foot for a single",
9.6,2, Ashutosh Sharma,Akash Madhwal ,"Full toss ball, on middle stump, Ashutosh Sharma plays an aggressive cover drive on the front foot for 2 runs",
9.5,6, Ashutosh Sharma,Akash Madhwal ,"WELL... THAT DIDN'T TAKE TIME!  short of good length ball, pitching on leg stump, swinging with all his might, Ashutosh sends the ball soaring over the fine leg boundary for a massive six! Ashutosh Sharma has scored over 100 runs this season batting at number eight or below, he is the second player after Rashid Khan to do that!",
9.4,1, Shashank Singh,Akash Madhwal ,"Good length ball, pitching outside off stump, Shashank Singh plays a defensive forward push for a single",
9.3,1, Ashutosh Sharma,Akash Madhwal ,"Yorker ball, pitching on off stump, Ashutosh Sharma plays a defensive forward push for a single",
9.2,W, Jitesh Sharma,Akash Madhwal ,"TRAPPED IN FRONT BY A FULL TOSS!  full toss ball, on leg stump, Jitesh Sharma, surprised by the pace, misses the flick and stumbles, taking a hit below the knee roll. After a tense review, ball-tracking reveals it just clips the leg stump. The decision stands!  WICKET Jitesh Sharma lbw Akash Madhwal (Punjab Kings 77 Runs for 6 wickets)",
9.1,1, Shashank Singh,Akash Madhwal ,"Full length ball, pitching outside off stump, Shashank Singh uncomfortably drives it straight aggressively using the front foot for a single",
8.6,1, Shashank Singh,Shreyas Gopal ,"Good length ball, pitching on off stump, Shashank Singh plays a defensive back foot push for a single",
8.5,1, Jitesh Sharma,Shreyas Gopal ,"Good length ball, pitching outside off stump, Jitesh Sharma plays a defensive back foot push for a single",
8.4,1, Shashank Singh,Shreyas Gopal ,"Good length ball, pitching outside off stump, Shashank Singh plays an aggressive off drive on the back foot for a single",
8.3,6, Shashank Singh,Shreyas Gopal ,"SHASHANK IS CLASS!  short length ball, pitching outside off stump, deep in his crease, Shashank heaves a massive shot aerially, landing it directly on the boundary cushions for a six! Perfectly placed between deep midwicket and long-on, Shashank is turning up the heat!",
8.2,6, Shashank Singh,Shreyas Gopal ,"SHASHANK DELIVERS A HAMMER BLOW!  full length ball, pitching on off stump, standing tall at the crease, Shashank powers a majestic shot straight over the bowler's head, sending the ball sailing for a superb six! A direct hit for half-a-dozen runs that electrifies the crowd!",
8.1,1, Jitesh Sharma,Shreyas Gopal ,"Good length ball, pitching on leg stump, Jitesh Sharma plays a sweep shot for a single",
7.6,1, Jitesh Sharma,Hardik Pandya ,"Short of good length ball, pitching outside off stump, Jitesh Sharma plays a defensive back foot push for a single",
7.5,4, Jitesh Sharma,Hardik Pandya ,"50TH IPL  FOR JITESH! good length ball, pitching outside leg stump, Jitesh Sharma adjusts as Hardik sends an off-pace length ball his way. He gets just enough on it to loft it beautifully over extra cover. Not clean off the bat, but effective nonetheless!",
7.4,1, Shashank Singh,Hardik Pandya ,"Good length ball, pitching on off stump, Shashank Singh plays a defensive forward push for a single",
7.4,1, Shashank Singh,Hardik Pandya ,"Good length ball, pitching on leg stump, Shashank Singh leg glances it, 1 wide(s) gets added to the extras",
7.4,1, Shashank Singh,Hardik Pandya ,"Good length ball, pitching on leg stump, Shashank Singh plays an aggressive pull shot on the back foot, 1 wide(s) gets added to the extras",
7.3,1, Jitesh Sharma,Hardik Pandya ,"Good length ball, pitching on off stump, Jitesh Sharma leg glances it for a single",
7.2,0, Jitesh Sharma,Hardik Pandya ,"Good length ball, pitching outside off stump, Jitesh Sharma plays a forward defensive shot, no run",
7.2,1, Jitesh Sharma,Hardik Pandya ,"Short length ball, pitching on off stump, Jitesh Sharma offers no shot, 1 wide(s) gets added to the extras",
7.1,0, Jitesh Sharma,Hardik Pandya ,"Short length ball, pitching outside off stump, Jitesh Sharma offers no shot",
6.6,1, Jitesh Sharma,Shreyas Gopal ,"Full length ball, pitching outside off stump, Jitesh Sharma plays an aggressive off drive on the front foot for a single",
6.5,W, Harpreet Bhatia,Shreyas Gopal ,"HALF THE BATTING UNIT IS BACK INTO THE PAVILION ALREADY!  good length ball, pitching on leg stump, Googly ball, Harpreet Bhatia tries to punch it on the back-foot but can't keep it down. Shreyas dives left and secures a spectacular two-handed catch!  WICKET Harpreet Bhatia c&b Shreyas Gopal (Punjab Kings 49 Runs for 5 wickets)",
6.4,1, Shashank Singh,Shreyas Gopal ,"Good length ball, pitching outside off stump, Shashank Singh plays a defensive back foot push for a single",
6.3,1, Harpreet Bhatia,Shreyas Gopal ,"Good length ball, pitching on off stump, Harpreet Bhatia plays a defensive back foot push for a single",
6.2,1, Shashank Singh,Shreyas Gopal ,"Good length ball, pitching on off stump, Shashank Singh leg glances it for a single",
6.1,6, Shashank Singh,Shreyas Gopal ,"FIRST SIX OF THE INNINGS!  short length ball, pitching outside off stump, Shashank Singh gets under the ball and launches it a massive 82 meters into the deep mid-wicket stands for a spectacular six!",
5.6,0, Harpreet Bhatia,Hardik Pandya ,"Good length ball, pitching on leg stump, Harpreet Bhatia plays a forward defensive shot, no run",
5.5,0, Harpreet Bhatia,Hardik Pandya ,"Good length ball, pitching on off stump, Harpreet Bhatia plays a defensive back foot push, no run",
